Internet Archive ID,BHL Item ID,BHL Page ID,Sequence,Page Number,Page Type,Has Illustration
mobot31753000121308,1822,7469303,45,Page 29,Text,No
mobot31753000121308,1822,7469304,46,Page 30,Text,No
mobot31753000121308,1822,7469305,47,Page 31,Text,No
mobot31753000121308,1822,7469306,48,Page 32,Text,No
mobot31753000121308,1822,7469307,49,Page 33,Text,No
mobot31753000121308,1822,7469308,50,Page 34,Text,No
mobot31753000121308,1822,7469309,51,Page 35,Text,No
mobot31753000121308,1822,7469310,52,Page 36,Text,No
mobot31753000121308,1822,7469311,53,Page 37,Text,No
mobot31753000121308,1822,7469312,54,Page 38,Text,No
mobot31753000121308,1822,7469313,55,Page 39,Text,No
mobot31753000121308,1822,7469314,56,Page 40,Text,No
mobot31753000121308,1822,7469315,57,Page 41,Text,No
mobot31753000121308,1822,7469316,58,Page 42,Text,No
mobot31753000121308,1822,7469317,59,Page 43,Text,No
mobot31753000121308,1822,7469318,60,Page 44,Text,No
mobot31753000121308,1822,7469319,61,Page 45,Text,No
mobot31753000121308,1822,7469320,62,Page 46,Text,No
mobot31753000121308,1822,7469321,63,Page 47,Text,No
mobot31753000121308,1822,7469322,64,Page 48,Text,No
mobot31753000121308,1822,7469323,65,Page 49,Text,No
mobot31753000121308,1822,7469324,66,Page 50,Text,No
mobot31753000121308,1822,7469325,67,Page 51,Text,No
mobot31753000121308,1822,7469326,68,Page 52,Text,No
mobot31753000121308,1822,7469327,69,Page 53,Text,No
mobot31753000121308,1822,7469328,70,Page 54,Text,No
mobot31753000121308,1822,7469329,71,Page 55,Text,No
mobot31753000121308,1822,7469330,72,Page 56,Text,No
mobot31753000121308,1822,7469331,73,Page 57,Text,No
mobot31753000121308,1822,7469332,74,Page 58,Text,No
mobot31753000121308,1822,7469333,75,Page 59,Text,No
mobot31753000121308,1822,7469334,76,Page 60,Text,No
mobot31753000121308,1822,7469335,77,Page 61,Text,No
mobot31753000121308,1822,7469336,78,Page 62,Text,No
mobot31753000121308,1822,7469337,79,Page 63,Text,No
mobot31753000121308,1822,7469338,80,Page 64,Text,No
mobot31753000121308,1822,7469339,81,Page 65,Text,No
mobot31753000121308,1822,7469340,82,Page 66,Text,No
mobot31753000121308,1822,7469341,83,Page 67,Text,No
mobot31753000121308,1822,7469342,84,Page 68,Text,No
mobot31753000121308,1822,7469343,85,Page 69,Text,No
mobot31753000121308,1822,7469344,86,Page 70,Text,No
mobot31753000121308,1822,7469345,87,Page 71,Text,No
mobot31753000121308,1822,7469346,88,Page 72,Text,No
mobot31753000121308,1822,7469347,89,Page 73,Text,No
mobot31753000121308,1822,7469348,90,Page 74,Text,No
mobot31753000121308,1822,7469349,91,Page 75,Text,No
mobot31753000121308,1822,7469350,92,Page 76,Text,No
mobot31753000121308,1822,7469351,93,Page [77],Text,No
mobot31753000121308,1822,7469352,94,Page 78,Text,No
mobot31753000121308,1822,7469353,95,Page 79,Text,No
mobot31753000121308,1822,7469354,96,Page 80,Text,No
mobot31753000121308,1822,7469355,97,Pl. 1,Illustration,Yes
mobot31753000121308,1822,7469356,98,Pl. 2,Illustration,Yes
mobot31753000121308,1822,7469357,99,Page 81,Text,No
mobot31753000121308,1822,7469358,100,Page 82,Text,No
mobot31753000121308,1822,7469359,101,Page 83,Text,No
mobot31753000121308,1822,7469360,102,Page 84,Text,No
mobot31753000121308,1822,7469361,103,Pl. 3,Illustration,Yes
mobot31753000121308,1822,7469363,104,Page 85,Text,No
mobot31753000121308,1822,7469364,105,Page 86,Text,No
mobot31753000121308,1822,7469365,106,Page 87,Text,No
mobot31753000121308,1822,7469366,107,Page 88,Text,No
mobot31753000121308,1822,7469367,108,Page 89,Text,No
mobot31753000121308,1822,7469368,109,Page 90,Text,No
mobot31753000121308,1822,7469369,110,Page 91,Text,No
mobot31753000121308,1822,7469370,111,Page 92,Text,No
mobot31753000121308,1822,7469371,112,Page 93,Text,No
mobot31753000121308,1822,7469372,113,Page 94,Text,No
mobot31753000121308,1822,7469373,114,Page 95,Text,No
mobot31753000121308,1822,7469374,115,Page 96,Text,No
mobot31753000121308,1822,7469375,116,Page 97,Text,No
mobot31753000121308,1822,7469376,117,Page 98,Text,No
mobot31753000121308,1822,7469377,118,Page 99,Text,No
mobot31753000121308,1822,7469378,119,Page 100,Text,No
mobot31753000121308,1822,7469379,120,Page 101,Text,No
mobot31753000121308,1822,7469380,121,Page 102,Text,No
mobot31753000121308,1822,7469381,122,Page 103,Text,No
mobot31753000121308,1822,7469382,123,Page 104,Text,No
mobot31753000121308,1822,7469383,124,Page 105,Text,No
mobot31753000121308,1822,7469384,125,Page 106,Text,No
mobot31753000121308,1822,7469385,126,Page 107,Text,No
mobot31753000121308,1822,7469386,127,Page 108,Text,No
mobot31753000121308,1822,7469387,128,Page 109,Text,No
mobot31753000121308,1822,7469388,129,Page 110,Text,No
mobot31753000121308,1822,7469389,130,Page 111,Text,No
mobot31753000121308,1822,7469390,131,Page 112,Text,No
mobot31753000121308,1822,7469391,132,Page 113,Text,No
mobot31753000121308,1822,7469392,133,Page 114,Text,No
mobot31753000121308,1822,7469393,134,Page 115,Text,No
mobot31753000121308,1822,7469394,135,Page 116,Text,No
mobot31753000121308,1822,7469395,136,Pl. 4,Illustration,Yes
mobot31753000121308,1822,7469396,137,Page 117,Text,No
mobot31753000121308,1822,7469397,138,Page 118,Text,No
mobot31753000121308,1822,7469398,139,Page 119,Text,No
mobot31753000121308,1822,7469399,140,Page 120,Text,No
mobot31753000121308,1822,7469400,141,Page 121,Text,No
mobot31753000121308,1822,7469401,142,Page 122,Text,No
mobot31753000121308,1822,7469402,143,Pl. 5,Illustration,Yes
mobot31753000121308,1822,7469403,144,Page 123,Text,No
mobot31753000121308,1822,7469404,145,Page 124,Text,No
mobot31753000121308,1822,7469405,146,Pl. 6,Illustration,Yes
mobot31753000121308,1822,7469406,147,Page 125,Text,No
mobot31753000121308,1822,7469407,148,Page 126,Text,No
mobot31753000121308,1822,7469408,149,Page 127,Text,No
mobot31753000121308,1822,7469409,150,Page 128,Text,No
mobot31753000121308,1822,7469410,151,Page 129,Text,No
mobot31753000121308,1822,7469411,152,Page 130,Text,No
mobot31753000121308,1822,7469412,153,Page 131,Text,No
mobot31753000121308,1822,7469413,154,Page 132,Text,No
mobot31753000121308,1822,7469414,155,Page 133,Text,No
mobot31753000121308,1822,7469415,156,Page 134,Text,No
mobot31753000121308,1822,7469416,157,Page 135,Text,No
mobot31753000121308,1822,7469417,158,Page 136,Text,No
mobot31753000121308,1822,7469418,159,Page 137,Text,No
mobot31753000121308,1822,7469419,160,Page 138,Text,No
mobot31753000121308,1822,7469420,161,Page 139,Text,No
mobot31753000121308,1822,7469421,162,Page 140,Text,No
mobot31753000121308,1822,7469422,163,Page 141,Text,No
mobot31753000121308,1822,7469423,164,Page 142,Text,No
mobot31753000121308,1822,7469424,165,Page 143,Text,No
mobot31753000121308,1822,7469425,166,Page 144,Text,No
mobot31753000121308,1822,7469426,167,Page 145,Text,No
mobot31753000121308,1822,7469427,168,Page 146,Text,No
mobot31753000121308,1822,7469428,169,Pl. 7,Illustration,Yes
mobot31753000121308,1822,7469429,170,Page 147,Text,No
mobot31753000121308,1822,7469430,171,Page 148,Text,No
mobot31753000121308,1822,7469431,172,Pl. 8,Illustration,Yes
mobot31753000121308,1822,7469432,173,Page 149,Text,No
mobot31753000121308,1822,7469433,174,Page 150,Text,No
mobot31753000121308,1822,7469434,175,Page 151,Text,No
mobot31753000121308,1822,7469435,176,Page 152,Text,No
mobot31753000121308,1822,7469436,177,Page 153,Text,No
mobot31753000121308,1822,7469437,178,Page 154,Text,No
mobot31753000121308,1822,7469438,179,Page 155,Text,No
mobot31753000121308,1822,7469439,180,Page 156,Text,No
mobot31753000121308,1822,7469440,181,Page 157,Text,No
mobot31753000121308,1822,7469441,182,Page 158,Text,No
mobot31753000121308,1822,7469442,183,Page 159,Text,No
mobot31753000121308,1822,7469443,184,Page 160,Text,No
mobot31753000121308,1822,7469444,185,Page 161,Text,No
mobot31753000121308,1822,7469445,186,Page 162,Text,No
mobot31753000121308,1822,7469446,187,Page 163,Text,No
mobot31753000121308,1822,7469447,188,Page 164,Text,No
mobot31753000121308,1822,7469448,189,Page 165,Text,No
mobot31753000121308,1822,7469449,190,Page 166,Text,No
mobot31753000121308,1822,7469450,191,Page 167,Text,No
mobot31753000121308,1822,7469451,192,Page 168,Text,No
mobot31753000121308,1822,7469452,193,Page 169,Text,No
mobot31753000121308,1822,7469453,194,Page 170,Text,No
mobot31753000121308,1822,7469454,195,Pl. 9,Illustration,Yes
mobot31753000121308,1822,7469455,196,Pl. 10,Illustration,Yes
mobot31753000121308,1822,7469456,197,Page 171,Text,No
mobot31753000121308,1822,7469457,198,Page 172,Text,No
mobot31753000121308,1822,7469458,199,Page 173,Text,No
mobot31753000121308,1822,7469459,200,Page 174,Text,No
mobot31753000121308,1822,7469460,201,Pl. 11,Illustration,Yes
mobot31753000121308,1822,7469461,202,Page 175,Text,No
mobot31753000121308,1822,7469462,203,Page 176,Text,No
mobot31753000121308,1822,7469463,204,Page 177,Text,No
mobot31753000121308,1822,7469464,205,Page 178,Text,No
mobot31753000121308,1822,7469465,206,Page 179,Text,No
mobot31753000121308,1822,7469466,207,Page 180,Text,No
mobot31753000121308,1822,7469467,208,Page 181,Text,No
mobot31753000121308,1822,7469468,209,Page 182,Text,No
mobot31753000121308,1822,7469469,210,Pl. 12,Illustration,Yes
mobot31753000121308,1822,7469470,211,Page 183,Text,No
mobot31753000121308,1822,7469471,212,Page 184,Text,No
mobot31753000121308,1822,7469472,213,Page 185,Text,No
mobot31753000121308,1822,7469473,214,Page 186,Text,No
mobot31753000121308,1822,7469474,215,Page 187,Text,No
mobot31753000121308,1822,7469475,216,Page 188,Text,No
mobot31753000121308,1822,7469476,217,Pl. 13,Illustration,Yes
mobot31753000121308,1822,7469477,218,Page 189,Text,No
mobot31753000121308,1822,7469478,219,Page 190,Text,No
mobot31753000121308,1822,7469479,220,Page 191,Text,No
mobot31753000121308,1822,7469480,221,Page 192,Text,No
mobot31753000121308,1822,7469481,222,Page 193,Text,No
mobot31753000121308,1822,7469482,223,Page 194,Text,No
mobot31753000121308,1822,7469483,224,Page 195,Text,No
mobot31753000121308,1822,7469484,225,Page 196,Text,No
mobot31753000121308,1822,7469485,226,Pl. 13 B,Illustration,Yes
mobot31753000121308,1822,7469486,227,Page 197,Text,No
mobot31753000121308,1822,7469487,228,Page 198,Text,No
mobot31753000121308,1822,7469488,229,Page 199,Text,No
mobot31753000121308,1822,7469489,230,Page 200,Text,No
mobot31753000121308,1822,7469490,231,Page 201,Text,No
mobot31753000121308,1822,7469491,232,Page 202,Text,No
mobot31753000121308,1822,7469492,233,Page 203,Text,No
mobot31753000121308,1822,7469493,234,Page 204,Text,No
mobot31753000121308,1822,7469494,235,Page 205,Text,No
mobot31753000121308,1822,7469495,236,Page 206,Text,No
mobot31753000121308,1822,7469496,237,Page 207,Text,No
mobot31753000121308,1822,7469497,238,Page 208,Text,No
mobot31753000121308,1822,7469498,239,Page 209,Text,No
mobot31753000121308,1822,7469499,240,Page 210,Text,No
mobot31753000121308,1822,7469500,241,Page 211,Text,No
mobot31753000121308,1822,7469501,242,Page 212,Text,No
mobot31753000121308,1822,7469502,243,Page 213,Text,No
mobot31753000121308,1822,7469503,244,Page 214,Text,No
mobot31753000121308,1822,7469504,245,Page 215,Text,No
mobot31753000121308,1822,7469505,246,Page 216,Text,No
mobot31753000121308,1822,7469506,247,Page 217,Text,No
mobot31753000121308,1822,7469507,248,Page 218,Text,No
mobot31753000121308,1822,7469508,249,Page 219,Text,No
mobot31753000121308,1822,7469509,250,Page 220,Text,No
mobot31753000121308,1822,7469510,251,Page 221,Text,No
mobot31753000121308,1822,7469511,252,Page 222,Text,No
mobot31753000121308,1822,7469512,253,Page 223,Text,No
mobot31753000121308,1822,7469513,254,Page 224,Text,No
mobot31753000121308,1822,7469514,255,Page 225,Text,No
mobot31753000121308,1822,7469515,256,Page 226,Text,No
mobot31753000121308,1822,7469516,257,Page 227,Text,No
mobot31753000121308,1822,7469517,258,Page 228,Text,No
mobot31753000121308,1822,7469518,259,Page 229,Text,No
mobot31753000121308,1822,7469519,260,Page 230,Text,No
mobot31753000121308,1822,7469520,261,Page 231,Text,No
mobot31753000121308,1822,7469521,262,Page 232,Text,No
mobot31753000121308,1822,7469522,263,Page 233,Text,No
mobot31753000121308,1822,7469523,264,Page 234,Text,No
mobot31753000121308,1822,7469524,265,Pl. 14,Illustration,Yes
mobot31753000121308,1822,7469525,266,Page 235,Text,No
mobot31753000121308,1822,7469526,267,Page 236,Text,No
mobot31753000121308,1822,7469527,268,Page 237,Text,No
mobot31753000121308,1822,7469528,269,Page 238,Text,No
mobot31753000121308,1822,7469529,270,Page 239,Text,No
mobot31753000121308,1822,7469530,271,Page 240,Text,No
mobot31753000121308,1822,7469531,272,Pl. 15,Illustration,Yes
mobot31753000121308,1822,7469532,273,Page 241,Text,No
mobot31753000121308,1822,7469533,274,Page 242,Text,No
mobot31753000121308,1822,7469534,275,Page 243,Text,No
mobot31753000121308,1822,7469535,276,Page 244,Text,No
mobot31753000121308,1822,7469536,277,Page 245,Text,No
mobot31753000121308,1822,7469537,278,Page 246,Text,No
mobot31753000121308,1822,7469538,279,Page 247,Text,No
mobot31753000121308,1822,7469539,280,Page 248,Text,No
mobot31753000121308,1822,7469540,281,Page 249,Text,No
mobot31753000121308,1822,7469541,282,Page 250,Text,No
mobot31753000121308,1822,7469542,283,Page 251,Text,No
mobot31753000121308,1822,7469543,284,Page 252,Text,No
mobot31753000121308,1822,7469544,285,Pl. 16,Illustration,Yes
mobot31753000121308,1822,7469545,286,Page 253,Text,No
mobot31753000121308,1822,7469546,287,Page 254,Text,No
mobot31753000121308,1822,7469547,288,Page 255,Text,No
mobot31753000121308,1822,7469548,289,Page 256,Text,No
mobot31753000121308,1822,7469549,290,Page 257,Text,No
mobot31753000121308,1822,7469550,291,Page 258,Text,No
mobot31753000121308,1822,7469551,292,Pl. 17,Illustration,Yes
mobot31753000121308,1822,7469552,293,Page 259,Text,No
mobot31753000121308,1822,7469553,294,Page 260,Text,No
mobot31753000121308,1822,7469554,295,Page 261,Text,No
mobot31753000121308,1822,7469555,296,Page 262,Text,No
mobot31753000121308,1822,7469556,297,Page 263,Text,No
mobot31753000121308,1822,7469557,298,Page 264,Text,No
mobot31753000121308,1822,7469558,299,Page 265,Text,No
mobot31753000121308,1822,7469559,300,Page 266,Text,No
mobot31753000121308,1822,7469560,301,Pl. 18,Illustration,Yes
mobot31753000121308,1822,7469561,302,Page 267,Text,No
mobot31753000121308,1822,7469562,303,Page 268,Text,No
mobot31753000121308,1822,7469563,304,Page 269,Text,No
mobot31753000121308,1822,7469564,305,Page 270,Text,No
mobot31753000121308,1822,7469565,306,Page 271,Text,No
mobot31753000121308,1822,7469566,307,Page 272,Text,No
mobot31753000121308,1822,7469567,308,Pl. 19,Illustration,Yes
mobot31753000121308,1822,7469568,309,Page 273,Text,No
mobot31753000121308,1822,7469569,310,Page 274,Text,No
mobot31753000121308,1822,7469570,311,Page 275,Text,No
mobot31753000121308,1822,7469571,312,Page 276,Text,No
mobot31753000121308,1822,7469572,313,Pl. 20,Illustration,Yes
mobot31753000121308,1822,7469573,314,Page 277,Text,No
mobot31753000121308,1822,7469574,315,Page 278,Text,No
mobot31753000121308,1822,7469575,316,Page 279,Text,No
mobot31753000121308,1822,7469576,317,Page 280,Text,No
mobot31753000121308,1822,7469577,318,Page 281,Text,No
mobot31753000121308,1822,7469578,319,Page 282,Text,No
mobot31753000121308,1822,7469579,320,Page 283,Text,No
mobot31753000121308,1822,7469580,321,Page 284,Text,No
mobot31753000121308,1822,7469581,322,Page 285,Text,No
mobot31753000121308,1822,7469582,323,Page 286,Text,No
mobot31753000121308,1822,7469583,324,Page 287,Text,No
mobot31753000121308,1822,7469584,325,Page 288,Text,No
mobot31753000121308,1822,7469585,326,Pl. 21,Illustration,Yes
mobot31753000121308,1822,7469586,327,Page 289,Text,No
mobot31753000121308,1822,7469587,328,Page 290,Text,No
mobot31753000121308,1822,7469588,329,Page 291,Text,No
mobot31753000121308,1822,7469589,330,Page 292,Text,No
mobot31753000121308,1822,7469590,331,Page 293,Text,No
mobot31753000121308,1822,7469591,332,Page 294,Text,No
mobot31753000121308,1822,7469592,333,Page 295,Text,No
mobot31753000121308,1822,7469593,334,Page 296,Text,No
mobot31753000121308,1822,7469594,335,Page 297,Text,No
mobot31753000121308,1822,7469595,336,Page 298,Text,No
mobot31753000121308,1822,7469596,337,Pl. 22,Illustration,Yes
mobot31753000121308,1822,7469597,338,Page 299,Text,No
mobot31753000121308,1822,7469598,339,Page 300,Text,No
mobot31753000121308,1822,7469599,340,Page 301,Text,No
mobot31753000121308,1822,7469600,341,Page 302,Text,No
mobot31753000121308,1822,7469601,342,Page 303,Text,No
mobot31753000121308,1822,7469602,343,Page 304,Text,No
mobot31753000121308,1822,7469603,344,Page 305,Text,No
mobot31753000121308,1822,7469604,345,Page 306,Text,No
mobot31753000121308,1822,7469605,346,Page 307,Text,No
mobot31753000121308,1822,7469606,347,Page 308,Text,No
mobot31753000121308,1822,7469607,348,Page 309,Text,No
mobot31753000121308,1822,7469608,349,Page 310,Text,No
mobot31753000121308,1822,7469609,350,Page 311,Text,No
mobot31753000121308,1822,7469610,351,Page 312,Text,No
mobot31753000121308,1822,7469611,352,Page 313,Text,No
mobot31753000121308,1822,7469612,353,Page 314,Text,No
mobot31753000121308,1822,7469613,354,Pl. 23,Illustration,Yes
mobot31753000121308,1822,7469614,355,Page 315,Text,No
mobot31753000121308,1822,7469615,356,Page 316,Text,No
mobot31753000121308,1822,7469616,357,Page 317,Text,No
mobot31753000121308,1822,7469617,358,Page 318,Text,No
mobot31753000121308,1822,7469618,359,Page 319,Text,No
mobot31753000121308,1822,7469619,360,Page 320,Text,No
mobot31753000121308,1822,7469620,361,Page 321,Text,No
mobot31753000121308,1822,7469621,362,Page 322,Text,No
mobot31753000121308,1822,7469622,363,Page 323,Text,No
mobot31753000121308,1822,7469623,364,Page 324,Text,No
mobot31753000121308,1822,7469624,365,Page 325,Text,No
mobot31753000121308,1822,7469625,366,Page 326,Text,No
mobot31753000121308,1822,7469626,367,Page 327,Text,No
mobot31753000121308,1822,7469627,368,Page 328,Text,No
mobot31753000121308,1822,7469628,369,Page 329,Text,No
mobot31753000121308,1822,7469629,370,Page 330,Text,No
mobot31753000121308,1822,7469630,371,Page 331,Text,No
mobot31753000121308,1822,7469631,372,Page 332,Text,No
